year,state_abbr,state_name,population,violent_crime,homicide,rape_legacy,rape_revised,robbery,aggravated_assault,property_crime,burglary,larceny,motor_vehicle_theft,state_government
2016,IN,Indiana,6634007,26516,431,0,2449,7291,16345,168460,33567,120454,14439,R
2017,IN,Indiana,6660082,26307,413,0,2612,7035,16247,158932,29799,114395,14738,R
2018,IN,Indiana,6695497,25009,418,0,2486,5737,16368,146948,25894,105861,15193,R
2019,IN,     Indiana,6731010,25006,373,0,2553,5335,16745,131097,21586,95745,13766,R
2020,IN,     Indiana,6754953,24161,505,0,2348,4215,17093,120453,18938,86080,15435,R
1979,KS,Kansas,2369000,8376,130,626,0,2423,5197,107605,31504,69622,6479,D
1980,KS,Kansas,2354783,9168,163,742,0,2664,5599,117492,35826,75268,6398,D
1981,KS,Kansas,2381000,8796,151,733,0,2611,5301,119880,36768,77039,6073,D
1982,KS,Kansas,2408000,8088,138,596,0,2095,5259,111156,32382,73416,5358,D
1983,KS,Kansas,2425000,7919,137,627,0,2038,5117,101928,28318,68735,4875,D
1984,KS,Kansas,2438000,8147,89,669,0,1745,5644,97646,25577,67028,5041,D
1985,KS,Kansas,2450000,8716,121,719,0,1929,5947,98474,25740,67433,5301,D
1986,KS,Kansas,2461000,9076,108,810,0,1958,6200,109607,29229,74029,6349,D
1987,KS,Kansas,2476000,8932,110,808,0,2032,5982,112488,28177,78043,6268,R
1988,KS,Kansas,2487000,9083,85,779,0,2136,6083,112280,29321,76927,6032,R
1989,KS,Kansas,2513000,10073,138,917,0,2508,6510,115146,29871,77802,7473,R
1990,KS,Kansas,2477574,11093,98,1002,0,2914,7079,117571,28901,80361,8309,R
1991,KS,Kansas,2495000,12465,153,1118,0,3453,7741,125616,32601,84258,8757,D
1992,KS,Kansas,2523000,12888,151,1042,0,3277,8418,121334,32639,80526,8169,D
1993,KS,Kansas,2531000,12564,161,1016,0,3128,8259,113360,28655,76538,8167,D
1994,KS,Kansas,2554000,11314,170,1055,0,2940,7149,112477,28635,75459,8383,D
1995,KS,Kansas,2565000,10792,159,938,0,2775,6920,114558,27404,78855,8299,R
1996,KS,Kansas,2572000,10642,170,1096,0,2476,6900,109772,25239,78145,6388,R
1997,KS,Kansas,2595000,11151,150,1179,0,2535,7287,122553,24292,91823,6438,R
1998,KS,Kansas,2629000,10972,173,1128,0,2287,7384,117114,24984,85329,6801,R
1999,KS,Kansas,2654052,10159,160,1065,0,2047,6887,107644,21874,79722,6048,R
2000,KS,Kansas,2688418,10470,169,1022,0,2048,7231,108057,21484,80077,6496,R
2001,KS,Kansas,2702125,10909,92,945,0,2423,7449,105537,20514,77038,7985,R
2002,KS,Kansas,2711769,10229,78,1035,0,2165,6951,100768,19679,73877,7212,D
2003,KS,Kansas,2724786,10831,125,1085,0,2247,7374,109276,21973,79471,7832,D
2004,KS,Kansas,2733697,10330,122,1142,0,1812,7254,109771,20146,81115,8510,D
2005,KS,Kansas,2748172,10701,101,1098,0,1795,7707,104588,19028,76222,9338,D
2006,KS,Kansas,2764075,11960,125,1279,0,1878,8678,104260,20086,75450,8724,D
2007,KS,Kansas,2775997,12730,106,1287,0,2022,9315,102961,20461,73900,8600,D
2008,KS,Kansas,2802134,11554,113,1226,0,1681,8534,94882,19651,67826,7405,D
2009,KS,Kansas,2818747,11460,125,1179,0,1786,8370,90930,19473,65499,5958,D
2010,KS,Kansas,2859143,10602,97,1146,0,1538,7821,89109,19315,63774,6020,D
2011,KS,Kansas,2870386,10209,111,1122,0,1448,7528,88655,18712,63259,6684,R
2012,KS,Kansas,2885398,10292,85,1105,0,1493,7609,91066,18874,65413,6779,R
2013,KS,Kansas,2895801,9928,117,0,1295,1339,7177,85704,17476,61557,6671,R
2014,KS,Kansas,2902507,10235,92,0,1483,1361,7299,80029,15921,57169,6939,R
2015,KS,Kansas,2906721,11483,126,0,1684,1823,7850,80059,15619,57435,7005,R
2016,KS,Kansas,2907731,11665,132,0,1618,1757,8158,82293,14759,60119,7415,R
2017,KS,Kansas,2910689,11654,134,0,1504,1633,8383,79387,13102,58891,7394,R
2018,KS,Kansas,2911359,12861,122,0,1664,1420,9655,77449,12792,56726,7931,R
2019,KS,     Kansas,2912635,11811,95,0,1500,1157,9059,66306,9996,49420,6890,D
2020,KS,     Kansas,2913805,12385,100,0,1263,928,10094,64077,9655,47193,7229,D
1979,KY,Kentucky,3527000,8748,335,719,0,3247,4447,103548,32082,62431,9035,D
1980,KY,Kentucky,3641479,9711,321,698,0,3468,5224,115328,37901,68296,9131,D
1981,KY,Kentucky,3661000,10599,308,766,0,3687,5838,118690,38893,71194,8603,D
1982,KY,Kentucky,3667000,11550,355,734,0,3568,6893,119304,37736,73020,8548,D
1983,KY,Kentucky,3714000,11967,364,817,0,3236,7550,115602,36286,71322,7994,D
1984,KY,Kentucky,3723000,10342,244,826,0,2631,6641,99803,29234,63860,6709,D
1985,KY,Kentucky,3726000,11384,256,806,0,2821,7501,98428,28739,62491,7198,D
1986,KY,Kentucky,3728000,12467,248,860,0,3076,8283,102810,30725,64882,7203,D
1987,KY,Kentucky,3727000,12589,280,781,0,3361,8167,109284,31571,70532,7181,D
1988,KY,Kentucky,3721000,12284,229,835,0,2764,8456,104362,30747,66711,6904,D
1989,KY,Kentucky,3727000,13302,293,917,0,2836,9256,110328,30526,71611,8191,D
1990,KY,Kentucky,3685296,14386,264,1068,0,2545,10509,107208,28264,71594,7350,D
1991,KY,Kentucky,3713000,16262,253,1315,0,3084,11610,108430,29576,70885,7969,D
1992,KY,Kentucky,3755000,20107,216,1209,0,3273,15409,104692,27378,69186,8128,D
1993,KY,Kentucky,3789000,17530,249,1301,0,3425,12555,105979,28041,69745,8193,D
1994,KY,Kentucky,3827000,16991,244,1350,0,3595,11802,110725,28718,73449,8558,D
1995,KY,Kentucky,3860000,14079,276,1231,0,4001,8571,115298,28389,76906,10003,D
1996,KY,Kentucky,3884000,12448,228,1230,0,3643,7347,110531,26736,73653,10142,D
1997,KY,Kentucky,3908000,12386,228,1304,0,3546,7308,109819,26638,73487,9694,D
1998,KY,Kentucky,3936000,12909,237,1107,0,3468,8097,109721,27998,71971,9752,D
1999,KY,Kentucky,3960825,12212,203,1148,0,3104,7757,104768,25180,70719,8869,D
2000,KY,Kentucky,4041769,11903,193,1091,0,3256,7363,107723,25308,73141,9274,D
2001,KY,Kentucky,4068816,10510,181,1051,0,3269,6009,107356,26964,71448,8944,D
2002,KY,Kentucky,4089822,11101,191,1087,0,3131,6692,108590,26891,72378,9321,D
2003,KY,Kentucky,4118189,10232,181,1124,0,3224,5703,103370,26034,69083,8253,D
2004,KY,Kentucky,4141835,10152,236,1238,0,3268,5410,105209,25902,70535,8772,R
2005,KY,Kentucky,4172608,11134,190,1421,0,3690,5833,105608,26458,70354,8796,R
2006,KY,Kentucky,4206074,11361,173,1312,0,3850,6026,109428,27867,72197,9364,R
2007,KY,Kentucky,4241474,12329,206,1365,0,4068,6690,107987,27820,71489,8678,R
2008,KY,Kentucky,4269245,12690,201,1457,0,4080,6952,114492,29556,77279,7657,D
2009,KY,Kentucky,4314113,11000,184,1531,0,3642,5643,108914,29880,72938,6096,D
2010,KY,Kentucky,4347223,10604,188,1438,0,3748,5230,111170,30443,74488,6239,D
2011,KY,Kentucky,4366814,10465,151,1499,0,3705,5110,119037,32750,79586,6701,D
2012,KY,Kentucky,4379730,9852,201,1312,0,3547,4792,112800,29877,76199,6724,D
2013,KY,Kentucky,4399583,9280,172,0,1646,3247,4215,104448,26331,72048,6069,D
2014,KY,Kentucky,4412617,9495,164,0,1556,3343,4432,99909,23426,70108,6375,D
2015,KY,Kentucky,4424611,9887,219,0,1644,3314,4710,97545,22526,67143,7876,D
2016,KY,Kentucky,4436113,10452,265,0,1748,3371,5068,97713,20932,66833,9948,R
2017,KY,Kentucky,4453874,10292,265,0,1817,2967,5243,95899,20535,65006,10358,R
2018,KY,Kentucky,4461153,9719,250,0,1875,2469,5125,89235,17462,61313,10460,R
2019,KY,     Kentucky,4472345,9872,229,0,1673,2162,5808,85387,15567,59535,10285,R
2020,KY,     Kentucky,4477251,11600,323,0,1371,2369,7537,79673,15407,52769,11497,D
1979,LA,Louisiana,4026000,27229,682,1554,0,8832,16161,188514,56237,115856,16421,D
1980,LA,Louisiana,4199542,27926,661,1867,0,8271,17127,201106,63997,121298,15811,R
1981,LA,Louisiana,4305000,27478,673,1782,0,8698,16325,199295,61756,121955,15584,R
1982,LA,Louisiana,4362000,29185,698,1740,0,9275,17472,202489,62151,125701,14637,R
1983,LA,Louisiana,4438000,28444,629,1770,0,8433,17612,194636,57359,123492,13785,R
1984,LA,Louisiana,4462000,30251,575,1864,0,8501,19311,197778,54711,129348,13719,D
1985,LA,Louisiana,4481000,31108,487,1782,0,8526,20313,218195,59326,141739,17130,D
1986,LA,Louisiana,4501000,34128,575,1806,0,10071,21676,239444,65751,153818,19875,D
1987,LA,Louisiana,4461000,30916,496,1600,0,7987,20833,231090,64441,148247,18402,D
1988,LA,Louisiana,4420000,31711,512,1702,0,9238,20259,222913,63843,139141,19929,D
1989,LA,Louisiana,4382000,34257,653,1675,0,10397,21532,239235,64184,152209,22842,R
1990,LA,Louisiana,4219973,37914,724,1781,0,11387,24022,235822,60677,149752,25393,R
1991,LA,Louisiana,4252000,40438,720,1738,0,11860,26120,232732,60017,148334,24381,R
1992,LA,Louisiana,4287000,42209,747,1813,0,11636,28013,238438,58574,152938,26926,D
1993,LA,Louisiana,4295000,45600,874,1817,0,12182,30727,248461,58768,163334,26359,D
1994,LA,Louisiana,4315000,42369,856,1923,0,11530,28060,245488,55188,164081,26219,D
1995,LA,Louisiana,4342000,43741,740,1855,0,11662,29484,246132,53481,166667,25984,D
1996,LA,Louisiana,4351000,40426,762,1805,0,12036,25823,257130,56379,173271,27480,R
1997,LA,Louisiana,4352000,37248,682,1799,0,10407,24360,243423,53935,163114,26374,R
1998,LA,Louisiana,4369000,34057,560,1609,0,8651,23237,232378,51210,157507,23661,R
1999,LA,Louisiana,4372035,32033,468,1448,0,7591,22526,219219,47775,149749,21695,R
2000,LA,Louisiana,4468976,30440,560,1497,0,7532,20851,211904,46289,144345,21270,R
2001,LA,Louisiana,4470368,30678,501,1403,0,7864,20910,207693,46451,139555,21687,R
2002,LA,Louisiana,4476192,29690,593,1529,0,7123,20445,198838,45350,133302,20186,R
2003,LA,Louisiana,4493665,28622,584,1601,0,7008,19429,193698,44572,129471,19655,R
2004,LA,Louisiana,4506685,28844,574,1616,0,6564,20090,199153,45359,134080,19714,D
2005,LA,Louisiana,4507331,26889,450,1421,0,5337,19681,166611,39382,112840,14389,D
2006,LA,Louisiana,4287768,30923,555,1587,0,5928,22853,174975,46703,112605,15667,D
2007,LA,Louisiana,4293204,31789,625,1427,0,6316,23421,180516,46932,118291,15293,D
2008,LA,Louisiana,4410796,29613,544,1250,0,6241,21578,171179,45524,112091,13564,R
2009,LA,Louisiana,4492076,28878,529,1351,0,6150,20848,172619,46928,114102,11589,R
2010,LA,Louisiana,4545343,25241,500,1230,0,5297,18214,165667,45437,110260,9970,R
2011,LA,Louisiana,4574766,25373,506,1262,0,5235,18370,168529,46242,113174,9113,R
2012,LA,Louisiana,4602134,22839,489,1155,0,5458,15737,162673,42037,112764,7872,R
2013,LA,Louisiana,4629284,24127,494,0,1763,5539,16331,165679,41214,115300,9165,R
2014,LA,Louisiana,4648990,23983,476,0,1382,5725,16400,161192,38541,113251,9400,R
2015,LA,Louisiana,4668960,25202,492,0,1733,5561,17416,157708,35457,112520,9731,R
2016,LA,Louisiana,4686157,26477,555,0,1819,5575,18528,154511,34689,109492,10330,D
2017,LA,Louisiana,4670818,25986,576,0,1850,5385,18175,157272,34135,112042,11095,D
2018,LA,Louisiana,4659690,25314,533,0,2105,4600,18076,152996,31291,110066,11639,D
2019,LA,     Louisiana,4658285,26072,547,0,2282,4129,19114,148429,27440,110123,10866,D
2020,LA,     Louisiana,4645318,29704,734,0,2136,3747,23087,133989,23698,97891,12400,D
1979,MA,Massachusetts,5769000,30650,212,1428,0,11724,17286,310756,92570,152135,66051,D
1980,MA,Massachusetts,5728288,34444,232,1562,0,13492,19158,313787,99697,153849,60241,D
1981,MA,Massachusetts,5770000,36273,210,1580,0,15633,18850,300428,95080,147691,57657,D
1982,MA,Massachusetts,5781000,33031,219,1464,0,12359,18989,285140,82212,146933,55995,D
1983,MA,Massachusetts,5767000,33264,203,1495,0,12023,19543,255707,72291,133883,49533,D
1984,MA,Massachusetts,5798000,30362,211,1627,0,10122,18402,235675,63756,123214,48705,D
1985,MA,Massachusetts,5822000,31334,202,1734,0,10974,18424,245665,65231,130088,50346,D
1986,MA,Massachusetts,5832000,32476,208,1731,0,11239,19298,242989,62455,127668,52866,D
1987,MA,Massachusetts,5855000,33060,173,1868,0,10379,20640,244105,62056,127939,54110,D
1988,MA,Massachusetts,5871000,36376,208,1876,0,10352,23940,256639,62307,141933,52399,D
1989,MA,Massachusetts,5913000,39912,254,1881,0,11980,25797,263780,63004,146925,53851,D
1990,MA,Massachusetts,6016425,44300,243,2030,0,13062,28965,274442,66942,151933,55567,D
1991,MA,Massachusetts,5996000,44138,249,1926,0,11669,30294,274990,69977,149930,55083,R
1992,MA,Massachusetts,5998000,46727,214,2166,0,11059,33288,253344,64318,141610,47416,R
1993,MA,Massachusetts,6012000,48393,233,2006,0,10563,35591,245831,60220,136548,49063,R
1994,MA,Massachusetts,6041000,42749,214,1825,0,10160,30550,225532,53222,129962,42348,R
1995,MA,Massachusetts,6074000,41739,217,1759,0,9137,30626,221971,49669,135586,36716,R
1996,MA,Massachusetts,6092000,39122,157,1767,0,7778,29420,194636,42896,119562,32178,R
1997,MA,Massachusetts,6118000,39411,119,1647,0,6676,30969,185437,40491,115494,29452,R
1998,MA,Massachusetts,6147000,38192,124,1687,0,5938,30443,173011,37333,109275,26403,R
1999,MA,Massachusetts,6175169,34023,122,1663,0,5931,26307,167437,32964,108845,25628,R
2000,MA,Massachusetts,6349097,30230,125,1696,0,5815,22594,161901,30600,105425,25876,R
2001,MA,Massachusetts,6401164,30585,143,1856,0,6476,22110,167079,32430,106821,27828,R
2002,MA,Massachusetts,6421800,31137,173,1777,0,7169,22018,167753,33243,107922,26588,R
2003,MA,Massachusetts,6420357,30377,140,1848,0,8011,20378,164543,34963,104069,25511,R
2004,MA,Massachusetts,6407382,29489,171,1794,0,7484,20040,158150,34497,101605,22048,R
2005,MA,Massachusetts,6433367,29644,178,1751,0,7837,19878,151727,34728,98079,18920,R
2006,MA,Massachusetts,6437193,32217,188,1771,0,8080,22178,153943,35243,100725,17975,D
2007,MA,Massachusetts,6449755,28487,187,1643,0,7021,19636,154743,35767,103925,15051,D
2008,MA,Massachusetts,6497967,30137,166,1751,0,7077,21143,155919,36251,106913,12755,D
2009,MA,Massachusetts,6593587,30503,173,1734,0,7467,21129,153178,34515,106799,11864,D
2010,MA,Massachusetts,6555466,30737,214,1784,0,6897,21842,154496,37903,105124,11469,D
2011,MA,Massachusetts,6607003,28232,184,1654,0,6768,19626,148829,36403,101644,10782,D
2012,MA,Massachusetts,6645303,27047,121,1650,0,6555,18721,143325,34635,99453,9237,D
2013,MA,Massachusetts,6708874,27264,138,0,2303,6705,18118,137274,30716,97437,9121,D
2014,MA,Massachusetts,6755124,26689,133,0,2202,6077,18277,125481,24951,92226,8304,D
2015,MA,Massachusetts,6784240,26453,131,0,2082,5266,18974,114547,21826,84676,8045,R
2016,MA,Massachusetts,6823721,25975,135,0,2141,5365,18334,106430,19204,79155,8071,R
2017,MA,Massachusetts,6863246,24318,172,0,2199,4874,17073,97977,16916,73573,7488,R
2018,MA,Massachusetts,6882635,23424,138,0,2465,4084,16737,87658,14095,66968,6595,R
2019,MA,     Massachusetts,6894883,22662,153,0,2244,3625,16640,81399,12323,62944,6132,R
2020,MA,     Massachusetts,6893574,21288,160,0,1851,3015,16262,72602,10323,55444,6835,R
1979,MD,Maryland,4149000,33007,406,1636,0,13740,17225,228159,62630,145297,20232,D
1980,MD,Maryland,4192211,35735,399,1681,0,16461,17194,242214,71183,152144,18887,D
1981,MD,Maryland,4261000,37800,421,1654,0,18085,17640,241625,70740,152405,18480,D
1982,MD,Maryland,4265000,36254,432,1596,0,15377,18849,220174,60547,142903,16724,D
1983,MD,Maryland,4304000,34736,367,1412,0,14950,18007,195828,52697,127443,15688,D
1984,MD,Maryland,4349000,34455,354,1640,0,13097,19364,192325,51484,123567,17274,D
1985,MD,Maryland,4392000,36655,348,1700,0,13272,21335,199318,52995,126077,20246,D
1986,MD,Maryland,4463000,37177,401,1944,0,13569,21263,212831,55593,132904,24334,D
1987,MD,Maryland,4535000,34820,436,1795,0,13164,19425,213589,52718,134485,26386,D
1988,MD,Maryland,4644000,37466,449,1721,0,13994,21302,227457,54735,141509,31213,D
1989,MD,Maryland,4694000,40152,544,1783,0,15589,22236,220955,52735,137043,31177,D
1990,MD,Maryland,4781468,43940,552,2185,0,17394,23809,234842,53549,147407,33886,D
1991,MD,Maryland,4860000,46469,569,2229,0,19783,23888,255299,56258,163524,35517,D
1992,MD,Maryland,4908000,49085,596,2278,0,21054,25157,256418,55520,165244,35654,D
1993,MD,Maryland,4965000,49540,632,2185,0,21582,25141,253647,56246,163471,33930,D
1994,MD,Maryland,5006000,47457,579,2035,0,20147,24696,259039,52234,168608,38197,D
1995,MD,Maryland,5042000,49757,596,2130,0,21334,25697,267625,53320,178126,36179,D
1996,MD,Maryland,5072000,47230,588,1905,0,19944,24793,260231,50331,173817,36083,D
1997,MD,Maryland,5094000,43127,502,1814,0,17157,23654,244842,47918,166256,30668,D
1998,MD,Maryland,5135000,40903,513,1714,0,15339,23337,234624,47393,159019,28212,D
1999,MD,Maryland,5171634,38447,465,1551,0,13636,22795,215973,43230,147296,25447,D
2000,MD,Maryland,5296486,41663,430,1543,0,13560,26130,213422,39426,145423,28573,D
2001,MD,Maryland,5386079,42088,446,1449,0,13525,26668,219512,41553,145934,32025,D
2002,MD,Maryland,5450525,42015,513,1370,0,13417,26715,217105,39765,143320,34020,D
2003,MD,Maryland,5512310,38778,525,1358,0,13302,23593,209418,38641,134372,36405,R
2004,MD,Maryland,5561332,38961,521,1317,0,12772,24351,202474,36704,129888,35882,R
2005,MD,Maryland,5589599,39369,552,1266,0,14378,23173,198483,35922,128491,34070,R
2006,MD,Maryland,5615727,38111,546,1178,0,14376,22011,195484,37459,127502,30523,R
2007,MD,Maryland,5618344,36063,554,1179,0,13258,21072,192796,37095,127308,28393,D
2008,MD,Maryland,5633597,35393,493,1127,0,13203,20570,198165,38849,133983,25333,D
2009,MD,Maryland,5699478,33625,440,1156,0,12007,20022,182295,36905,125771,19619,D
2010,MD,Maryland,5785681,31607,426,1228,0,11054,18899,173309,36704,118578,18027,D
2011,MD,Maryland,5839572,28817,399,1200,0,10342,16876,166846,35823,114951,16072,D
2012,MD,Maryland,5884868,28086,373,1237,0,10173,16303,162309,33803,113550,14956,D
2013,MD,Maryland,5938737,28235,384,0,1679,10048,16124,157918,31950,112551,13417,D
2014,MD,Maryland,5975346,26767,362,0,1632,9565,15208,150390,28134,109140,13116,D
2015,MD,Maryland,5994983,28185,538,0,1717,10111,15819,142547,26432,102701,13414,R
2016,MD,Maryland,6024752,29019,536,0,1827,10815,15841,139716,24832,100995,13889,R
2017,MD,Maryland,6024891,30321,558,0,1712,11189,16862,134705,23526,97657,13522,R
2018,MD,Maryland,6035802,28330,491,0,1991,9716,16132,122945,18910,91887,12148,R
2019,MD,     Maryland,6054954,27511,545,0,1944,9215,15807,118091,16872,89938,11281,R
2020,MD,     Maryland,6055802,24215,553,0,1732,7174,14756,97487,15261,71757,10469,R
1979,ME,Maine,1097000,2221,31,131,0,349,1710,45030,12592,29828,2610,D
1980,ME,Maine,1123670,2173,32,145,0,346,1650,46904,13291,31151,2462,D
1981,ME,Maine,1132000,2214,36,145,0,368,1665,45820,14081,29545,2194,D
1982,ME,Maine,1133000,1847,24,152,0,345,1326,41884,11862,27863,2159,D
1983,ME,Maine,1146000,1829,24,193,0,311,1301,40357,11415,27022,1920,D
1984,ME,Maine,1156000,1832,20,155,0,305,1352,38944,10267,26811,1866,D
1985,ME,Maine,1164000,1950,28,167,0,284,1471,40789,10607,28260,1922,D
1986,ME,Maine,1174000,1726,23,174,0,328,1201,38909,9433,27548,1928,D
1987,ME,Maine,1187000,1806,30,186,0,304,1286,40122,9148,28916,2058,R
1988,ME,Maine,1206000,1898,37,224,0,311,1326,41249,9852,28928,2469,R
1989,ME,Maine,1222000,1676,39,229,0,293,1115,42116,9810,30067,2239,R
1990,ME,Maine,1227928,1759,30,242,0,308,1179,43647,10106,31372,2169,R
1991,ME,Maine,1235000,1631,15,270,0,280,1066,44900,11146,31737,2017,R
1992,ME,Maine,1235000,1616,21,294,0,288,1013,41900,10156,29966,1778,R
1993,ME,Maine,1239000,1558,20,329,0,264,945,37519,8909,26945,1665,R
1994,ME,Maine,1240000,1611,28,318,0,278,987,38971,8938,28257,1776,R
1995,ME,Maine,1241000,1631,25,265,0,334,1007,39132,9015,28444,1673,I
1996,ME,Maine,1243000,1553,25,260,0,292,976,40636,9303,29557,1776,I
1997,ME,Maine,1242000,1500,25,254,0,257,964,37396,8241,27513,1642,I
1998,ME,Maine,1244000,1566,26,225,0,263,1052,36261,8295,26457,1509,I
1999,ME,Maine,1253040,1404,25,239,0,243,897,34618,7532,25392,1694,I
2000,ME,Maine,1274923,1397,15,320,0,247,815,32003,6775,23906,1322,I
2001,ME,Maine,1284470,1435,19,326,0,264,826,33154,6898,24585,1671,I
2002,ME,Maine,1294894,1396,14,377,0,270,735,32985,6965,24591,1429,I
2003,ME,Maine,1309205,1422,16,354,0,289,763,32078,6579,24043,1456,D
2004,ME,Maine,1314985,1364,18,315,0,289,742,31740,6341,24096,1303,D
2005,ME,Maine,1318220,1483,19,326,0,323,815,31889,6323,24218,1348,D
2006,ME,Maine,1321574,1533,23,341,0,383,786,33658,6846,25465,1347,D
2007,ME,Maine,1317207,1565,20,392,0,349,804,32249,6745,24228,1276,D
2008,ME,Maine,1316456,1572,31,379,0,333,829,32433,6559,24695,1179,D
2009,ME,Maine,1318301,1580,26,375,0,399,780,31706,6729,23955,1022,D
2010,ME,Maine,1327379,1621,24,389,0,412,796,32900,7364,24547,989,D
2011,ME,Maine,1328544,1638,26,394,0,370,848,33829,7865,24886,1078,R
2012,ME,Maine,1328501,1626,26,372,0,420,808,33398,7476,24931,991,R
2013,ME,Maine,1328702,1761,24,0,495,335,907,30454,6480,23063,911,R
2014,ME,Maine,1330256,1698,21,0,484,304,889,26427,5035,20591,801,R
2015,ME,Maine,1329453,1726,23,0,461,311,931,24361,4694,18853,814,R
2016,ME,Maine,1330232,1649,20,0,413,268,948,21908,4001,17131,776,R
2017,ME,Maine,1335063,1610,23,0,470,249,868,20142,3337,16012,793,R
2018,ME,Maine,1339057,1500,23,0,447,228,802,18201,2712,14712,777,R
2019,ME,     Maine,1345770,1562,22,0,520,192,828,16791,2360,13705,726,D
2020,ME,     Maine,1350141,1466,22,0,486,170,788,15610,2009,12739,862,D
1979,MI,Michigan,9208000,56558,834,4100,0,20218,31406,509457,138806,315211,55440,R
1980,MI,Michigan,9228128,59014,940,4304,0,22519,31251,557051,160688,342384,53979,R
1981,MI,Michigan,9201000,59058,861,4366,0,23688,30143,571582,171331,341805,58446,R
1982,MI,Michigan,9109000,59806,827,4246,0,24699,30034,558195,165155,330031,63009,R
1983,MI,Michigan,9069000,64993,910,5085,0,25873,33125,522450,153438,302118,66894,D
1984,MI,Michigan,9075000,68979,879,5880,0,27832,34388,525979,149209,298192,78578,D
1985,MI,Michigan,9088000,66714,1018,6140,0,26572,32984,511852,138792,297827,75233,D
1986,MI,Michigan,9145000,73517,1032,6167,0,27550,38768,520127,138040,308894,73193,D
1987,MI,Michigan,9200000,71772,1124,6184,0,25442,39022,522254,133602,319470,69182,D
1988,MI,Michigan,9300000,68980,1009,6462,0,22424,39085,496867,122254,305693,68920,D
1989,MI,Michigan,9273000,65760,993,6624,0,20616,37527,487682,113579,307096,67007,D
1990,MI,Michigan,9295297,73468,971,7209,0,21752,43536,483764,106275,311153,66336,D
1991,MI,Michigan,9368000,75232,1009,7372,0,22790,44061,499781,111126,324985,63670,R
1992,MI,Michigan,9437000,72672,938,7550,0,20902,43282,456800,98257,299486,59057,R
1993,MI,Michigan,9478000,75021,933,6740,0,22601,44747,441767,93143,290333,58291,R
1994,MI,Michigan,9496000,72751,927,6720,0,21733,43371,444325,91849,290172,62304,R
1995,MI,Michigan,9549000,65680,808,5917,0,17885,41070,429223,86872,280712,61639,R
1996,MI,Michigan,9594000,60951,722,5466,0,16907,37856,430020,85908,276909,67203,R
1997,MI,Michigan,9774000,57663,759,5070,0,14934,36900,422916,80726,276863,65327,R
1998,MI,Michigan,9817000,60947,721,4946,0,15293,39987,398773,82249,258186,58338,R
1999,MI,Michigan,9863775,56709,695,4849,0,14103,37062,369887,76736,236351,56800,R
2000,MI,Michigan,9938444,55159,669,5025,0,13712,35753,353297,69790,227783,55724,R
2001,MI,Michigan,10006266,55424,672,5264,0,12937,36551,352353,72038,226708,53607,R
2002,MI,Michigan,10043221,54306,678,5364,0,11847,36417,335060,70970,214367,49723,R
2003,MI,Michigan,10082364,51550,612,5470,0,11254,34214,330565,68316,208538,53711,D
2004,MI,Michigan,10104206,49737,643,5482,0,11336,32276,309805,64233,194988,50584,D
2005,MI,Michigan,10100833,55936,629,5199,0,13348,36760,312892,70527,194090,48275,D
2006,MI,Michigan,10095643,56981,721,5347,0,14229,36684,325594,76313,199183,50098,D
2007,MI,Michigan,10071822,53765,661,4592,0,13365,35147,308550,75273,191289,41988,D
2008,MI,Michigan,10003422,51512,554,4507,0,13246,33205,295100,74787,184558,35755,D
2009,MI,Michigan,9969727,49825,623,4524,0,12427,32251,284019,76046,178628,29345,D
2010,MI,Michigan,9877143,48693,580,4733,0,11522,31858,271501,74345,169748,27408,D
2011,MI,Michigan,9876801,43731,617,4344,0,10263,28507,251329,69755,156666,24908,R
2012,MI,Michigan,9882519,44962,701,4635,0,10423,29203,249249,65560,158609,25080,R
2013,MI,Michigan,9898193,44757,625,0,6785,10093,27254,230135,56256,149794,24085,R
2014,MI,Michigan,9916306,42555,544,0,6364,8037,27610,202692,44328,137142,21222,R
2015,MI,Michigan,9917715,41712,585,0,6710,7818,26599,191191,40375,132019,18797,R
2016,MI,Michigan,9933445,45782,612,0,7268,7123,30779,190249,39738,130249,20262,R
2017,MI,Michigan,9976447,44883,569,0,7110,6508,30696,179839,35833,124410,19596,R
2018,MI,Michigan,9984072,45176,555,0,7901,5638,31082,166186,31834,116876,17476,R
2019,MI,     Michigan,9984795,43793,576,0,7356,5352,30509,158317,28574,111900,17843,D
2020,MI,     Michigan,9966555,47641,754,0,6065,4438,36384,135633,23231,94017,18385,D
1979,MN,Minnesota,4060000,8973,93,871,0,3754,4255,169376,45183,110827,13366,R
1980,MN,Minnesota,4061235,9250,106,942,0,4025,4177,185668,50602,123050,12016,R
1981,MN,Minnesota,4090000,9344,85,1056,0,4266,3937,184387,52253,121834,10300,R
1982,MN,Minnesota,4133000,9062,95,938,0,4188,3841,175048,48855,116375,9818,R
1983,MN,Minnesota,4144000,7909,69,927,0,3298,3615,159268,44571,106034,8663,D
1984,MN,Minnesota,4162000,8802,74,1051,0,2960,4717,151082,41242,101240,8600,D
1985,MN,Minnesota,4193000,10751,88,1242,0,3598,5823,162597,42663,108954,10980,D
1986,MN,Minnesota,4214000,11991,105,1338,0,4299,6249,171832,42319,117371,12142,D
1987,MN,Minnesota,4246000,12118,112,1439,0,4354,6213,183868,45384,125686,12798,D
1988,MN,Minnesota,4306000,12490,124,1337,0,4079,6950,173302,39167,119526,14609,D
